"feature","class","totallength","totaldb","totaloh","FA1kind","FA1length","FA1db","FA1oh","FA2kind","FA2length","FA2db","FA2oh","shorthand_notation","swisslipids_name","swisslipids_id","swisslipids_rank"
"PC 14:0;0_20:3;0","PC",34,3,0,"FA",14,0,0,"FA",20,3,0,"PC 14:0_20:3","Phosphatidylcholine (14:0_20:3)","SLM:000063572","SLM:Molecular_Subspecies"
"PC 14:0;0_20:4;0","PC",34,4,0,"FA",14,0,0,"FA",20,4,0,"PC 14:0_20:4","Phosphatidylcholine (14:0_20:4)","SLM:000063573","SLM:Molecular_Subspecies"
"PC 14:0;0_20:6;0","PC",34,6,0,"FA",14,0,0,"FA",20,6,0,"PC 14:0_20:6","Phosphatidylcholine (14:0_20:6)",NA,NA
"PC 14:0;0_22:5;0","PC",36,5,0,"FA",14,0,0,"FA",22,5,0,"PC 14:0_22:5","Phosphatidylcholine (14:0_22:5)","SLM:000063581","SLM:Molecular_Subspecies"
"PC 14:1;0_18:0;0","PC",32,1,0,"FA",14,1,0,"FA",18,0,0,"PC 14:1_18:0","Phosphatidylcholine (14:1_18:0)","SLM:000063619","SLM:Molecular_Subspecies"
"PC 14:1;0_18:1;0","PC",32,2,0,"FA",14,1,0,"FA",18,1,0,"PC 14:1_18:1","Phosphatidylcholine (14:1_18:1)","SLM:000063620","SLM:Molecular_Subspecies"
"PC 15:0;0_15:0;0","PC",30,0,0,"FA",15,0,0,"FA",15,0,0,"PC 15:0_15:0","Phosphatidylcholine (15:0/15:0)","SLM:000088077","SLM:Structural_Subspecies"
"PC 15:0;0_16:0;0","PC",31,0,0,"FA",15,0,0,"FA",16,0,0,"PC 15:0_16:0","Phosphatidylcholine (15:0_16:0)","SLM:000063670","SLM:Molecular_Subspecies"
"PC 15:0;0_17:0;0","PC",32,0,0,"FA",15,0,0,"FA",17,0,0,"PC 15:0_17:0","Phosphatidylcholine (15:0_17:0)","SLM:000063673","SLM:Molecular_Subspecies"
"PC 15:0;0_18:0;0","PC",33,0,0,"FA",15,0,0,"FA",18,0,0,"PC 15:0_18:0","Phosphatidylcholine (15:0_18:0)","SLM:000063674","SLM:Molecular_Subspecies"
"PC 15:0;0_18:1;0","PC",33,1,0,"FA",15,0,0,"FA",18,1,0,"PC 15:0_18:1","Phosphatidylcholine (15:0_18:1)","SLM:000063675","SLM:Molecular_Subspecies"
"PC 15:0;0_18:2;0","PC",33,2,0,"FA",15,0,0,"FA",18,2,0,"PC 15:0_18:2","Phosphatidylcholine (15:0_18:2)","SLM:000063676","SLM:Molecular_Subspecies"
"PC 15:0;0_18:3;0","PC",33,3,0,"FA",15,0,0,"FA",18,3,0,"PC 15:0_18:3","Phosphatidylcholine (15:0_18:3)","SLM:000063677","SLM:Molecular_Subspecies"
"PC 15:0;0_20:3;0","PC",35,3,0,"FA",15,0,0,"FA",20,3,0,"PC 15:0_20:3","Phosphatidylcholine (15:0_20:3)","SLM:000063683","SLM:Molecular_Subspecies"
"PC 15:0;0_20:4;0","PC",35,4,0,"FA",15,0,0,"FA",20,4,0,"PC 15:0_20:4","Phosphatidylcholine (15:0_20:4)","SLM:000063684","SLM:Molecular_Subspecies"
"PC 15:0;0_20:5;0","PC",35,5,0,"FA",15,0,0,"FA",20,5,0,"PC 15:0_20:5","Phosphatidylcholine (15:0_20:5)","SLM:000063685","SLM:Molecular_Subspecies"
"PC 15:0;0_22:5;0","PC",37,5,0,"FA",15,0,0,"FA",22,5,0,"PC 15:0_22:5","Phosphatidylcholine (15:0_22:5)","SLM:000063692","SLM:Molecular_Subspecies"
"PC 15:0;0_22:6;0","PC",37,6,0,"FA",15,0,0,"FA",22,6,0,"PC 15:0_22:6","Phosphatidylcholine (15:0_22:6)","SLM:000063693","SLM:Molecular_Subspecies"
"PC 15:1;0_16:0;0","PC",31,1,0,"FA",15,1,0,"FA",16,0,0,"PC 15:1_16:0","Phosphatidylcholine (15:1_16:0)",NA,NA
"PC 15:1;0_18:0;0","PC",33,1,0,"FA",15,1,0,"FA",18,0,0,"PC 15:1_18:0","Phosphatidylcholine (15:1_18:0)",NA,NA
"PC 15:1;0_18:1;0","PC",33,2,0,"FA",15,1,0,"FA",18,1,0,"PC 15:1_18:1","Phosphatidylcholine (15:1_18:1)",NA,NA
"PC 16:0;0_16:0;0","PC",32,0,0,"FA",16,0,0,"FA",16,0,0,"PC 16:0_16:0","Phosphatidylcholine (16:0/16:0)","SLM:000088143","SLM:Structural_Subspecies"
"PC 16:0;0_16:1;0","PC",32,1,0,"FA",16,0,0,"FA",16,1,0,"PC 16:0_16:1","Phosphatidylcholine (16:0_16:1)","SLM:000063725","SLM:Molecular_Subspecies"
"PC 16:0;0_16:2;0","PC",32,2,0,"FA",16,0,0,"FA",16,2,0,"PC 16:0_16:2","Phosphatidylcholine (16:0_16:2)","SLM:000063726","SLM:Molecular_Subspecies"
"PC 16:0;0_17:1;0","PC",33,1,0,"FA",16,0,0,"FA",17,1,0,"PC 16:0_17:1","Phosphatidylcholine (16:0_17:1)",NA,NA
"PC 16:0;0_17:2;0","PC",33,2,0,"FA",16,0,0,"FA",17,2,0,"PC 16:0_17:2","Phosphatidylcholine (16:0_17:2)",NA,NA
"PC 16:0;0_18:0;0","PC",34,0,0,"FA",16,0,0,"FA",18,0,0,"PC 16:0_18:0","Phosphatidylcholine (16:0_18:0)","SLM:000063728","SLM:Molecular_Subspecies"
"PC 16:0;0_18:1;0","PC",34,1,0,"FA",16,0,0,"FA",18,1,0,"PC 16:0_18:1","Phosphatidylcholine (16:0_18:1)","SLM:000063729","SLM:Molecular_Subspecies"
"PC 16:0;0_18:2;0","PC",34,2,0,"FA",16,0,0,"FA",18,2,0,"PC 16:0_18:2","Phosphatidylcholine (16:0_18:2)","SLM:000063730","SLM:Molecular_Subspecies"
"PC 16:0;0_18:3;0","PC",34,3,0,"FA",16,0,0,"FA",18,3,0,"PC 16:0_18:3","Phosphatidylcholine (16:0_18:3)","SLM:000063731","SLM:Molecular_Subspecies"
"PC 16:0;0_19:0;0","PC",35,0,0,"FA",16,0,0,"FA",19,0,0,"PC 16:0_19:0","Phosphatidylcholine (16:0_19:0)","SLM:000063733","SLM:Molecular_Subspecies"
"PC 16:0;0_19:1;0","PC",35,1,0,"FA",16,0,0,"FA",19,1,0,"PC 16:0_19:1","Phosphatidylcholine (16:0_19:1)",NA,NA
"PC 16:0;0_19:2;0","PC",35,2,0,"FA",16,0,0,"FA",19,2,0,"PC 16:0_19:2","Phosphatidylcholine (16:0_19:2)",NA,NA
"PC 16:0;0_19:3;0","PC",35,3,0,"FA",16,0,0,"FA",19,3,0,"PC 16:0_19:3","Phosphatidylcholine (16:0_19:3)",NA,NA
"PC 16:0;0_20:1;0","PC",36,1,0,"FA",16,0,0,"FA",20,1,0,"PC 16:0_20:1","Phosphatidylcholine (16:0_20:1)","SLM:000063735","SLM:Molecular_Subspecies"
"PC 16:0;0_20:2;0","PC",36,2,0,"FA",16,0,0,"FA",20,2,0,"PC 16:0_20:2","Phosphatidylcholine (16:0_20:2)","SLM:000063736","SLM:Molecular_Subspecies"
"PC 16:0;0_20:3;0","PC",36,3,0,"FA",16,0,0,"FA",20,3,0,"PC 16:0_20:3","Phosphatidylcholine (16:0_20:3)","SLM:000063737","SLM:Molecular_Subspecies"
"PC 16:0;0_20:4;0","PC",36,4,0,"FA",16,0,0,"FA",20,4,0,"PC 16:0_20:4","Phosphatidylcholine (16:0_20:4)","SLM:000063738","SLM:Molecular_Subspecies"
"PC 16:0;0_20:5;0","PC",36,5,0,"FA",16,0,0,"FA",20,5,0,"PC 16:0_20:5","Phosphatidylcholine (16:0_20:5)","SLM:000063739","SLM:Molecular_Subspecies"
"PC 16:0;0_21:2;0","PC",37,2,0,"FA",16,0,0,"FA",21,2,0,"PC 16:0_21:2","Phosphatidylcholine (16:0_21:2)",NA,NA
"PC 16:0;0_21:4;0","PC",37,4,0,"FA",16,0,0,"FA",21,4,0,"PC 16:0_21:4","Phosphatidylcholine (16:0_21:4)",NA,NA
"PC 16:0;0_21:5;0","PC",37,5,0,"FA",16,0,0,"FA",21,5,0,"PC 16:0_21:5","Phosphatidylcholine (16:0_21:5)",NA,NA
"PC 16:0;0_22:1;0","PC",38,1,0,"FA",16,0,0,"FA",22,1,0,"PC 16:0_22:1","Phosphatidylcholine (16:0_22:1)","SLM:000063742","SLM:Molecular_Subspecies"
"PC 16:0;0_22:2;0","PC",38,2,0,"FA",16,0,0,"FA",22,2,0,"PC 16:0_22:2","Phosphatidylcholine (16:0_22:2)","SLM:000063743","SLM:Molecular_Subspecies"
"PC 16:0;0_22:3;0","PC",38,3,0,"FA",16,0,0,"FA",22,3,0,"PC 16:0_22:3","Phosphatidylcholine (16:0_22:3)","SLM:000063744","SLM:Molecular_Subspecies"
"PC 16:0;0_22:4;0","PC",38,4,0,"FA",16,0,0,"FA",22,4,0,"PC 16:0_22:4","Phosphatidylcholine (16:0_22:4)","SLM:000063745","SLM:Molecular_Subspecies"
"PC 16:0;0_22:5;0","PC",38,5,0,"FA",16,0,0,"FA",22,5,0,"PC 16:0_22:5","Phosphatidylcholine (16:0_22:5)","SLM:000063746","SLM:Molecular_Subspecies"
"PC 16:0;0_22:6;0","PC",38,6,0,"FA",16,0,0,"FA",22,6,0,"PC 16:0_22:6","Phosphatidylcholine (16:0_22:6)","SLM:000063747","SLM:Molecular_Subspecies"
"PC 16:0;0_24:5;0","PC",40,5,0,"FA",16,0,0,"FA",24,5,0,"PC 16:0_24:5","Phosphatidylcholine (16:0_24:5)","SLM:000063751","SLM:Molecular_Subspecies"
"PC 16:0;0_24:6;0","PC",40,6,0,"FA",16,0,0,"FA",24,6,0,"PC 16:0_24:6","Phosphatidylcholine (16:0_24:6)","SLM:000063752","SLM:Molecular_Subspecies"
"PC 16:1;0_16:1;0","PC",32,2,0,"FA",16,1,0,"FA",16,1,0,"PC 16:1_16:1","Phosphatidylcholine (16:1/16:1)","SLM:000088209","SLM:Structural_Subspecies"
"PC 16:1;0_17:0;0","PC",33,1,0,"FA",16,1,0,"FA",17,0,0,"PC 16:1_17:0","Phosphatidylcholine (16:1_17:0)","SLM:000063780","SLM:Molecular_Subspecies"
"PC 16:1;0_17:1;0","PC",33,2,0,"FA",16,1,0,"FA",17,1,0,"PC 16:1_17:1","Phosphatidylcholine (16:1_17:1)",NA,NA
"PC 16:1;0_18:0;0","PC",34,1,0,"FA",16,1,0,"FA",18,0,0,"PC 16:1_18:0","Phosphatidylcholine (16:1_18:0)","SLM:000063781","SLM:Molecular_Subspecies"
"PC 16:1;0_18:1;0","PC",34,2,0,"FA",16,1,0,"FA",18,1,0,"PC 16:1_18:1","Phosphatidylcholine (16:1_18:1)","SLM:000063782","SLM:Molecular_Subspecies"
"PC 16:1;0_18:2;0","PC",34,3,0,"FA",16,1,0,"FA",18,2,0,"PC 16:1_18:2","Phosphatidylcholine (16:1_18:2)","SLM:000063783","SLM:Molecular_Subspecies"
"PC 16:1;0_18:3;0","PC",34,4,0,"FA",16,1,0,"FA",18,3,0,"PC 16:1_18:3","Phosphatidylcholine (16:1_18:3)","SLM:000063784","SLM:Molecular_Subspecies"
"PC 16:1;0_20:2;0","PC",36,3,0,"FA",16,1,0,"FA",20,2,0,"PC 16:1_20:2","Phosphatidylcholine (16:1_20:2)","SLM:000063789","SLM:Molecular_Subspecies"
"PC 16:1;0_20:3;0","PC",36,4,0,"FA",16,1,0,"FA",20,3,0,"PC 16:1_20:3","Phosphatidylcholine (16:1_20:3)","SLM:000063790","SLM:Molecular_Subspecies"
"PC 16:1;0_20:4;0","PC",36,5,0,"FA",16,1,0,"FA",20,4,0,"PC 16:1_20:4","Phosphatidylcholine (16:1_20:4)","SLM:000063791","SLM:Molecular_Subspecies"
"PC 16:1;0_20:5;0","PC",36,6,0,"FA",16,1,0,"FA",20,5,0,"PC 16:1_20:5","Phosphatidylcholine (16:1_20:5)","SLM:000063792","SLM:Molecular_Subspecies"
"PC 16:1;0_22:5;0","PC",38,6,0,"FA",16,1,0,"FA",22,5,0,"PC 16:1_22:5","Phosphatidylcholine (16:1_22:5)","SLM:000063799","SLM:Molecular_Subspecies"
"PC 17:0;0_17:1;0","PC",34,1,0,"FA",17,0,0,"FA",17,1,0,"PC 17:0_17:1","Phosphatidylcholine (17:0_17:1)",NA,NA
"PC 17:0;0_18:2;0","PC",35,2,0,"FA",17,0,0,"FA",18,2,0,"PC 17:0_18:2","Phosphatidylcholine (17:0_18:2)","SLM:000063886","SLM:Molecular_Subspecies"
"PC 17:0;0_18:3;0","PC",35,3,0,"FA",17,0,0,"FA",18,3,0,"PC 17:0_18:3","Phosphatidylcholine (17:0_18:3)","SLM:000063887","SLM:Molecular_Subspecies"
"PC 17:0;0_20:2;0","PC",37,2,0,"FA",17,0,0,"FA",20,2,0,"PC 17:0_20:2","Phosphatidylcholine (17:0_20:2)","SLM:000063892","SLM:Molecular_Subspecies"
"PC 17:0;0_20:3;0","PC",37,3,0,"FA",17,0,0,"FA",20,3,0,"PC 17:0_20:3","Phosphatidylcholine (17:0_20:3)","SLM:000063893","SLM:Molecular_Subspecies"
"PC 17:0;0_20:4;0","PC",37,4,0,"FA",17,0,0,"FA",20,4,0,"PC 17:0_20:4","Phosphatidylcholine (17:0_20:4)","SLM:000063894","SLM:Molecular_Subspecies"
"PC 17:0;0_20:5;0","PC",37,5,0,"FA",17,0,0,"FA",20,5,0,"PC 17:0_20:5","Phosphatidylcholine (17:0_20:5)","SLM:000063895","SLM:Molecular_Subspecies"
"PC 17:0;0_20:6;0","PC",37,6,0,"FA",17,0,0,"FA",20,6,0,"PC 17:0_20:6","Phosphatidylcholine (17:0_20:6)",NA,NA
"PC 17:0;0_22:4;0","PC",39,4,0,"FA",17,0,0,"FA",22,4,0,"PC 17:0_22:4","Phosphatidylcholine (17:0_22:4)","SLM:000063901","SLM:Molecular_Subspecies"
"PC 17:0;0_22:5;0","PC",39,5,0,"FA",17,0,0,"FA",22,5,0,"PC 17:0_22:5","Phosphatidylcholine (17:0_22:5)","SLM:000063902","SLM:Molecular_Subspecies"
"PC 17:0;0_22:6;0","PC",39,6,0,"FA",17,0,0,"FA",22,6,0,"PC 17:0_22:6","Phosphatidylcholine (17:0_22:6)","SLM:000063903","SLM:Molecular_Subspecies"
"PC 17:0;0_23:5;0","PC",40,5,0,"FA",17,0,0,"FA",23,5,0,"PC 17:0_23:5","Phosphatidylcholine (17:0_23:5)",NA,NA
"PC 17:1;0_17:1;0","PC",34,2,0,"FA",17,1,0,"FA",17,1,0,"PC 17:1_17:1","Phosphatidylcholine (17:1/17:1)",NA,NA
"PC 17:1;0_18:0;0","PC",35,1,0,"FA",17,1,0,"FA",18,0,0,"PC 17:1_18:0","Phosphatidylcholine (17:1_18:0)",NA,NA
"PC 17:1;0_18:1;0","PC",35,2,0,"FA",17,1,0,"FA",18,1,0,"PC 17:1_18:1","Phosphatidylcholine (17:1_18:1)",NA,NA
"PC 17:1;0_18:2;0","PC",35,3,0,"FA",17,1,0,"FA",18,2,0,"PC 17:1_18:2","Phosphatidylcholine (17:1_18:2)",NA,NA
"PC 17:1;0_18:3;0","PC",35,4,0,"FA",17,1,0,"FA",18,3,0,"PC 17:1_18:3","Phosphatidylcholine (17:1_18:3)",NA,NA
"PC 17:1;0_20:3;0","PC",37,4,0,"FA",17,1,0,"FA",20,3,0,"PC 17:1_20:3","Phosphatidylcholine (17:1_20:3)",NA,NA
"PC 17:1;0_20:4;0","PC",37,5,0,"FA",17,1,0,"FA",20,4,0,"PC 17:1_20:4","Phosphatidylcholine (17:1_20:4)",NA,NA
"PC 17:1;0_20:5;0","PC",37,6,0,"FA",17,1,0,"FA",20,5,0,"PC 17:1_20:5","Phosphatidylcholine (17:1_20:5)",NA,NA
"PC 17:1;0_22:4;0","PC",39,5,0,"FA",17,1,0,"FA",22,4,0,"PC 17:1_22:4","Phosphatidylcholine (17:1_22:4)",NA,NA
"PC 17:1;0_22:5;0","PC",39,6,0,"FA",17,1,0,"FA",22,5,0,"PC 17:1_22:5","Phosphatidylcholine (17:1_22:5)",NA,NA
"PC 17:2;0_18:0;0","PC",35,2,0,"FA",17,2,0,"FA",18,0,0,"PC 17:2_18:0","Phosphatidylcholine (17:2_18:0)",NA,NA
"PC 17:2;0_20:3;0","PC",37,5,0,"FA",17,2,0,"FA",20,3,0,"PC 17:2_20:3","Phosphatidylcholine (17:2_20:3)",NA,NA
"PC 18:0;0_18:1;0","PC",36,1,0,"FA",18,0,0,"FA",18,1,0,"PC 18:0_18:1","Phosphatidylcholine (18:0_18:1)","SLM:000063935","SLM:Molecular_Subspecies"
"PC 18:0;0_18:2;0","PC",36,2,0,"FA",18,0,0,"FA",18,2,0,"PC 18:0_18:2","Phosphatidylcholine (18:0_18:2)","SLM:000063936","SLM:Molecular_Subspecies"
"PC 18:0;0_18:3;0","PC",36,3,0,"FA",18,0,0,"FA",18,3,0,"PC 18:0_18:3","Phosphatidylcholine (18:0_18:3)","SLM:000063937","SLM:Molecular_Subspecies"
"PC 18:0;0_19:2;0","PC",37,2,0,"FA",18,0,0,"FA",19,2,0,"PC 18:0_19:2","Phosphatidylcholine (18:0_19:2)",NA,NA
"PC 18:0;0_19:4;0","PC",37,4,0,"FA",18,0,0,"FA",19,4,0,"PC 18:0_19:4","Phosphatidylcholine (18:0_19:4)",NA,NA
"PC 18:0;0_20:1;0","PC",38,1,0,"FA",18,0,0,"FA",20,1,0,"PC 18:0_20:1","Phosphatidylcholine (18:0_20:1)","SLM:000063941","SLM:Molecular_Subspecies"
"PC 18:0;0_20:2;0","PC",38,2,0,"FA",18,0,0,"FA",20,2,0,"PC 18:0_20:2","Phosphatidylcholine (18:0_20:2)","SLM:000063942","SLM:Molecular_Subspecies"
"PC 18:0;0_20:3;0","PC",38,3,0,"FA",18,0,0,"FA",20,3,0,"PC 18:0_20:3","Phosphatidylcholine (18:0_20:3)","SLM:000063943","SLM:Molecular_Subspecies"
"PC 18:0;0_20:4;0","PC",38,4,0,"FA",18,0,0,"FA",20,4,0,"PC 18:0_20:4","Phosphatidylcholine (18:0_20:4)","SLM:000063944","SLM:Molecular_Subspecies"
"PC 18:0;0_20:5;0","PC",38,5,0,"FA",18,0,0,"FA",20,5,0,"PC 18:0_20:5","Phosphatidylcholine (18:0_20:5)","SLM:000063945","SLM:Molecular_Subspecies"
"PC 18:0;0_22:4;0","PC",40,4,0,"FA",18,0,0,"FA",22,4,0,"PC 18:0_22:4","Phosphatidylcholine (18:0_22:4)","SLM:000063951","SLM:Molecular_Subspecies"
"PC 18:0;0_22:5;0","PC",40,5,0,"FA",18,0,0,"FA",22,5,0,"PC 18:0_22:5","Phosphatidylcholine (18:0_22:5)","SLM:000063952","SLM:Molecular_Subspecies"
"PC 18:0;0_22:6;0","PC",40,6,0,"FA",18,0,0,"FA",22,6,0,"PC 18:0_22:6","Phosphatidylcholine (18:0_22:6)","SLM:000063953","SLM:Molecular_Subspecies"
"PC 18:1;0_18:1;0","PC",36,2,0,"FA",18,1,0,"FA",18,1,0,"PC 18:1_18:1","Phosphatidylcholine (18:1/18:1)","SLM:000088473","SLM:Structural_Subspecies"
"PC 18:1;0_18:2;0","PC",36,3,0,"FA",18,1,0,"FA",18,2,0,"PC 18:1_18:2","Phosphatidylcholine (18:1_18:2)","SLM:000063985","SLM:Molecular_Subspecies"
"PC 18:1;0_18:3;0","PC",36,4,0,"FA",18,1,0,"FA",18,3,0,"PC 18:1_18:3","Phosphatidylcholine (18:1_18:3)","SLM:000063986","SLM:Molecular_Subspecies"
"PC 18:1;0_19:1;0","PC",37,2,0,"FA",18,1,0,"FA",19,1,0,"PC 18:1_19:1","Phosphatidylcholine (18:1_19:1)",NA,NA
"PC 18:1;0_19:2;0","PC",37,3,0,"FA",18,1,0,"FA",19,2,0,"PC 18:1_19:2","Phosphatidylcholine (18:1_19:2)",NA,NA
"PC 18:1;0_20:0;0","PC",38,1,0,"FA",18,1,0,"FA",20,0,0,"PC 18:1_20:0","Phosphatidylcholine (18:1_20:0)","SLM:000063989","SLM:Molecular_Subspecies"
"PC 18:1;0_20:1;0","PC",38,2,0,"FA",18,1,0,"FA",20,1,0,"PC 18:1_20:1","Phosphatidylcholine (18:1_20:1)","SLM:000063990","SLM:Molecular_Subspecies"
"PC 18:1;0_20:2;0","PC",38,3,0,"FA",18,1,0,"FA",20,2,0,"PC 18:1_20:2","Phosphatidylcholine (18:1_20:2)","SLM:000063991","SLM:Molecular_Subspecies"
"PC 18:1;0_20:3;0","PC",38,4,0,"FA",18,1,0,"FA",20,3,0,"PC 18:1_20:3","Phosphatidylcholine (18:1_20:3)","SLM:000063992","SLM:Molecular_Subspecies"
"PC 18:1;0_20:4;0","PC",38,5,0,"FA",18,1,0,"FA",20,4,0,"PC 18:1_20:4","Phosphatidylcholine (18:1_20:4)","SLM:000063993","SLM:Molecular_Subspecies"
"PC 18:1;0_20:5;0","PC",38,6,0,"FA",18,1,0,"FA",20,5,0,"PC 18:1_20:5","Phosphatidylcholine (18:1_20:5)","SLM:000063994","SLM:Molecular_Subspecies"
"PC 18:1;0_22:3;0","PC",40,4,0,"FA",18,1,0,"FA",22,3,0,"PC 18:1_22:3","Phosphatidylcholine (18:1_22:3)","SLM:000063999","SLM:Molecular_Subspecies"
"PC 18:1;0_22:4;0","PC",40,5,0,"FA",18,1,0,"FA",22,4,0,"PC 18:1_22:4","Phosphatidylcholine (18:1_22:4)","SLM:000064000","SLM:Molecular_Subspecies"
"PC 18:1;0_22:5;0","PC",40,6,0,"FA",18,1,0,"FA",22,5,0,"PC 18:1_22:5","Phosphatidylcholine (18:1_22:5)","SLM:000064001","SLM:Molecular_Subspecies"
"PC 18:1;0_22:6;0","PC",40,7,0,"FA",18,1,0,"FA",22,6,0,"PC 18:1_22:6","Phosphatidylcholine (18:1_22:6)","SLM:000064002","SLM:Molecular_Subspecies"
"PC 18:2;0_18:2;0","PC",36,4,0,"FA",18,2,0,"FA",18,2,0,"PC 18:2_18:2","Phosphatidylcholine (18:2/18:2)","SLM:000088539","SLM:Structural_Subspecies"
"PC 18:2;0_18:3;0","PC",36,5,0,"FA",18,2,0,"FA",18,3,0,"PC 18:2_18:3","Phosphatidylcholine (18:2_18:3)","SLM:000064034","SLM:Molecular_Subspecies"
"PC 18:2;0_19:0;0","PC",37,2,0,"FA",18,2,0,"FA",19,0,0,"PC 18:2_19:0","Phosphatidylcholine (18:2_19:0)","SLM:000064036","SLM:Molecular_Subspecies"
"PC 18:2;0_19:1;0","PC",37,3,0,"FA",18,2,0,"FA",19,1,0,"PC 18:2_19:1","Phosphatidylcholine (18:2_19:1)",NA,NA
"PC 18:2;0_19:2;0","PC",37,4,0,"FA",18,2,0,"FA",19,2,0,"PC 18:2_19:2","Phosphatidylcholine (18:2_19:2)",NA,NA
"PC 18:2;0_20:0;0","PC",38,2,0,"FA",18,2,0,"FA",20,0,0,"PC 18:2_20:0","Phosphatidylcholine (18:2_20:0)","SLM:000064037","SLM:Molecular_Subspecies"
"PC 18:2;0_20:1;0","PC",38,3,0,"FA",18,2,0,"FA",20,1,0,"PC 18:2_20:1","Phosphatidylcholine (18:2_20:1)","SLM:000064038","SLM:Molecular_Subspecies"
"PC 18:2;0_20:2;0","PC",38,4,0,"FA",18,2,0,"FA",20,2,0,"PC 18:2_20:2","Phosphatidylcholine (18:2_20:2)","SLM:000064039","SLM:Molecular_Subspecies"
"PC 18:2;0_20:3;0","PC",38,5,0,"FA",18,2,0,"FA",20,3,0,"PC 18:2_20:3","Phosphatidylcholine (18:2_20:3)","SLM:000064040","SLM:Molecular_Subspecies"
"PC 18:2;0_20:4;0","PC",38,6,0,"FA",18,2,0,"FA",20,4,0,"PC 18:2_20:4","Phosphatidylcholine (18:2_20:4)","SLM:000064041","SLM:Molecular_Subspecies"
"PC 18:2;0_20:5;0","PC",38,7,0,"FA",18,2,0,"FA",20,5,0,"PC 18:2_20:5","Phosphatidylcholine (18:2_20:5)","SLM:000064042","SLM:Molecular_Subspecies"
"PC 18:2;0_22:3;0","PC",40,5,0,"FA",18,2,0,"FA",22,3,0,"PC 18:2_22:3","Phosphatidylcholine (18:2_22:3)","SLM:000064047","SLM:Molecular_Subspecies"
"PC 18:2;0_22:5;0","PC",40,7,0,"FA",18,2,0,"FA",22,5,0,"PC 18:2_22:5","Phosphatidylcholine (18:2_22:5)","SLM:000064049","SLM:Molecular_Subspecies"
"PC 19:0;0_20:4;0","PC",39,4,0,"FA",19,0,0,"FA",20,4,0,"PC 19:0_20:4","Phosphatidylcholine (19:0_20:4)","SLM:000064179","SLM:Molecular_Subspecies"
"PC 19:1;0_20:4;0","PC",39,5,0,"FA",19,1,0,"FA",20,4,0,"PC 19:1_20:4","Phosphatidylcholine (19:1_20:4)",NA,NA
"PC 20:0;0_20:4;0","PC",40,4,0,"FA",20,0,0,"FA",20,4,0,"PC 20:0_20:4","Phosphatidylcholine (20:0_20:4)","SLM:000064223","SLM:Molecular_Subspecies"
"PC 20:1;0_20:3;0","PC",40,4,0,"FA",20,1,0,"FA",20,3,0,"PC 20:1_20:3","Phosphatidylcholine (20:1_20:3)","SLM:000064265","SLM:Molecular_Subspecies"
"PC 20:1;0_20:4;0","PC",40,5,0,"FA",20,1,0,"FA",20,4,0,"PC 20:1_20:4","Phosphatidylcholine (20:1_20:4)","SLM:000064266","SLM:Molecular_Subspecies"
"PC 20:2;0_20:2;0","PC",40,4,0,"FA",20,2,0,"FA",20,2,0,"PC 20:2_20:2","Phosphatidylcholine (20:2/20:2)","SLM:000088935","SLM:Structural_Subspecies"
"PC 20:2;0_20:3;0","PC",40,5,0,"FA",20,2,0,"FA",20,3,0,"PC 20:2_20:3","Phosphatidylcholine (20:2_20:3)","SLM:000064307","SLM:Molecular_Subspecies"
"PC 20:2;0_20:4;0","PC",40,6,0,"FA",20,2,0,"FA",20,4,0,"PC 20:2_20:4","Phosphatidylcholine (20:2_20:4)","SLM:000064308","SLM:Molecular_Subspecies"
"PC 20:3;0_20:3;0","PC",40,6,0,"FA",20,3,0,"FA",20,3,0,"PC 20:3_20:3","Phosphatidylcholine (20:3/20:3)","SLM:000089001","SLM:Structural_Subspecies"
"PC 20:3;0_20:4;0","PC",40,7,0,"FA",20,3,0,"FA",20,4,0,"PC 20:3_20:4","Phosphatidylcholine (20:3_20:4)","SLM:000064349","SLM:Molecular_Subspecies"
"PC O-16:0;0/16:0;0","PC O-",32,0,0,"FOH",16,0,0,"FA",16,0,0,"PC O-16:0/16:0","Phosphatidylcholine (O-16:0/16:0)","SLM:000092108","SLM:Structural_Subspecies"
"PC O-16:0;0/16:1;0","PC O-",32,1,0,"FOH",16,0,0,"FA",16,1,0,"PC O-16:0/16:1","Phosphatidylcholine (O-16:0/16:1)","SLM:000092109","SLM:Structural_Subspecies"
"PC O-16:0;0/18:0;0","PC O-",34,0,0,"FOH",16,0,0,"FA",18,0,0,"PC O-16:0/18:0","Phosphatidylcholine (O-16:0/18:0)","SLM:000092112","SLM:Structural_Subspecies"
"PC O-16:0;0/18:1;0","PC O-",34,1,0,"FOH",16,0,0,"FA",18,1,0,"PC O-16:0/18:1","Phosphatidylcholine (O-16:0/18:1)","SLM:000092113","SLM:Structural_Subspecies"
"PC O-16:0;0/18:2;0","PC O-",34,2,0,"FOH",16,0,0,"FA",18,2,0,"PC O-16:0/18:2","Phosphatidylcholine (O-16:0/18:2)","SLM:000092114","SLM:Structural_Subspecies"
"PC O-16:0;0/18:3;0","PC O-",34,3,0,"FOH",16,0,0,"FA",18,3,0,"PC O-16:0/18:3","Phosphatidylcholine (O-16:0/18:3)","SLM:000092115","SLM:Structural_Subspecies"
